"Submission ID","Respondent ID","Submitted at","Untitled checkboxes field","Untitled checkboxes field (我同意我的回答做為研究和設計使用)","選擇一種動物來代表你/妳自己（什麼都可以）：","你/妳在哪所大學念書？","如果你/妳的學校未列出，請在此處寫下：","你/妳的學習階段：","你/妳的學習科系：","你/妳現在的學歷狀態是什麼？","你/妳來自哪個國家？","你/妳是哪裡的？","你/妳幾歲？","如果你/妳懷疑你/妳要買的番茄可能是由強迫勞工（現代奴隸）採摘的，你/妳仍然會買它嗎？","你/妳會買哪一種番茄？","你/妳關心食安嗎？","你/妳會買哪種雞蛋？","你/妳買哪種牛奶？","你/妳7年內買車嗎？🚘","你/妳7年內買房嗎？🏡","你/妳購物時知道產品環保嗎？","你/妳有信任的品牌嗎？","你/妳覺得認證環保的公司更好嗎？","你/妳支持肉稅嗎？","你/妳關心食用雞的生活嗎？","你/妳避免吃肉嗎？","你/妳有沒有抵制過某公司？","為什麼抵制？","你/妳覺得你/妳花錢會影響環境嗎？","你/妳會對金錢感到焦慮嗎？","你/妳會對金錢很節儉嗎？","你/妳會經常存錢嗎？","你/妳對自己的財務知識滿意嗎？","你/妳覺得目前有任何投資嗎？","你/妳有投資經驗如何？","你/妳選哪個投資？","你/妳投資會考慮環保嗎？","你/妳覺得台灣的經濟目標是增長嗎？","你/妳覺台灣的得環境退化是台灣的經濟增長的前提嗎？","你/妳覺得台灣的經濟增長有助於保護環境嗎？","你/妳覺得經濟能不排CO2也增長嗎？","你/妳覺得經濟增長有物質限制嗎？","你/妳會每天都用AI嗎？","你/妳會信任AI嗎？","你/妳想要AI扮什麼角色？","其他","你/妳想要AI有個造型嗎？","你/妳喜歡如何與AI溝通？","你/妳喜歡待在大自然嗎？","你/妳擔心氣候變化嗎？","你/妳對環境污染情況會感到焦慮嗎？","你/妳知道許多植物和動物的名字嗎？","你/妳覺得如何依照生態系對環境惡化的敏感度來排名？","你/妳感覺自己和大自然很接近嗎？","你/妳努力實踐低碳生活嗎？","誰或什麼對你/妳環保態度影響最大的？","你/妳想做更多環保事嗎？","你/妳對環境相關政治議題有興趣嗎？","你/妳怎去學校？","你/妳今年（2025年）搭飛機幾次？✈️","* 例如搭飛機會產生碳排放，可以購買碳抵消來種樹","你/妳信任碳排放抵消額度嗎？","想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些?","想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (買東西先查看產品的運輸距離（是不是當地食品）)","想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (買東西先查看公司生產過程多環保)","想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (買東西先查看公司工人的員工福利多好)","想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (投資前查看AI摘要的消費者對公司環保的評論)","想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (用社交網絡認識其他環保的同學)","想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (買東西先了解哪些產品污染最嚴重，以便避免它們)","想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (每個月查看我自己的環保分數報告（了解我用錢的方式多環保）)","想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (買東西先尋找有機產品)","想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (跟我的AI幫手討論環保問題)","想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (投資前查看公司的環保認證和生態評分)","想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (如何讓我支持的公司更環保)","想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (買東西先了解我吃的動物性食品，動物的生活環境)","想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (老實說我對任何環保資訊都沒有太多興趣)","想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (投資前比較公司的環保表現)","其他選項","每月你/妳願意支付多少錢讓AI陪伴你/妳做更環保的財務決策？","你/妳的環保行動對環境保護有效果嗎？","你/妳想在行業內推環保嗎？","你/妳得自己對新觀念開放嗎？","你/妳的大學對可環保性支持嗎？","你/妳覺得大學生如何影響公司的可持續行為？","你/妳有加入過什麼學生社團嗎？（選填）","你/妳最擔心什麼？（任何問題都可以，選填）","啟發你/妳的是？（什麼都可以，選填）","你/妳的MBTI？（選填）","有意見（選填）？"
"BG8Yd4","GR7EoZ","2023-10-23 07:46:29","我同意我的回答做為研究和設計使用",true,"宏都拉斯白蝙蝠","銘傳大學 Ming Chuan University (MCU)",,"學士","商設","我還在就讀！","我是台灣人啊 🇹🇼！",,18,1,"價格：700 台幣 / 公斤。強迫勞工的概率：2%",3,"價格：66 台幣，一盒十顆雞蛋售價 / 無養雞資訊","價格：72 台幣",2,2,3,"沒",5,3,3,1,"沒有",,1,3,5,4,3,"有","忘了","政府債券。年化回報 2-3%",3,5,4,4,1,3,3,3,"夥伴, 朋友, 助手, 幫手, 導師, 老師, 教練",,5,"口語",4,4,3,3,"熱帶雨林, 珊瑚礁, 濕地, 草原, 沙漠",4,3,"無",4,3,"走路",0,"有",4,"買東西先尋找有機產品",false,false,false,false,false,false,false,true,false,false,false,false,false,false,,"如果免費的話我會用它",4,4,4,2,"無","熱音","無","無","ESTJ","無"
"KM84LV","Bx9o97","2023-10-23 16:23:53","我同意我的回答做為研究和設計使用",true,"馬","銘傳大學 Ming Chuan University (MCU)",,"學士","商業設計commercial design","我還在就讀！","我是台灣人啊 🇹🇼！",,21,1,"價格：500 台幣 / 公斤。強迫勞工的概率：5%",4,"價格：102 台幣，一盒十顆雞蛋售價 / 無養雞資訊","價格：85 台幣",1,1,5,"暫時想不起來",5,4,4,2,"有","政治因素（一芳水果茶）、衛生因素、厭女因素",4,3,3,3,2,"有","投資我自己的知識見聞（花錢讓自己上課旅遊看展覽聽講座的意思）","股市基金。年化回報 5-15%",4,4,3,5,2,4,3,3,"助手, 幫手, 夥伴, 導師, 老師, 教練, 朋友",,2,"一問一答，能夠完整回覆我的問題就好，並且回復的內容能夠與時俱進",3,4,3,3,"珊瑚礁, 熱帶雨林, 濕地, 草原, 沙漠",3,2,"一些電影或youtube ",4,5,"公車, 走路",4,"沒有",3,"買東西先查看公司工人的員工福利多好, 買東西先了解哪些產品污染最嚴重，以便避免它們, 每個月查看我自己的環保分數報告（了解我用錢的方式多環保）, 跟我的AI幫手討論環保問題, 買東西先了解我吃的動物性食品，動物的生活環境",false,false,true,false,false,true,true,false,true,false,false,true,false,false,,"如果免費的話我會用它",3,4,4,2,"網路輿論壓力（如果他們在乎新一代如何看待他們的品牌或產品）","桌球社（一次，很好玩，但設計系的我忙到我不敢再去）","好奇問問，請問一個成大生（台南是我家）為什麼會願意跑來偏僻桃園銘傳大學，是您的學習動機？還是您迫切需要實際請人幫忙填問卷？因為想著應該還有更方便能到達的大學（太討厭這裡了 哈哈）另外大學期間也常常好奇其他聰明上進的人的思考方式、生活等，因此才提問：）若您有看到此問題不介意回覆，這邊是我的Ig:_helen_1125_（宜萱）還有就是雖然我填infj 但我I與E時常差不多一半一半，但我感覺比較偏I（很需要自己的空間）（感謝你看完，希望不會被誤認是怪人哈哈哈）","Podcast:百靈果的每個禮拜的國際新聞與來賓訪談，他們用有趣的方式讓我知道好多好多事","INFJ",
"EP8VaX","RDrqZK","2023-10-23 07:15:15","我同意我的回答做為研究和設計使用",true,"浣熊","銘傳大學 Ming Chuan University (MCU)",,"學士","經濟與金融","我還在就讀！","其他的國家（選擇）","中國",20,1,"價格：700 台幣 / 公斤。強迫勞工的概率：2%",4,"價格：102 台幣，一盒十顆雞蛋售價 / 無養雞資訊","價格：85 台幣",2,1,4,"福樂",5,4,3,2,"沒有",,3,3,3,4,3,"沒有","無","政府債券。年化回報 2-3%",4,3,1,3,3,3,2,2,"幫手, 助手, 老師, 教練, 導師, 夥伴, 朋友",,4,"還可以",4,3,3,3,"珊瑚礁, 熱帶雨林, 沙漠, 草原, 濕地",3,4,"北極熊",4,3,"走路",1,"沒有",3,"買東西先查看產品的運輸距離（是不是當地食品）",true,false,false,false,false,false,false,false,false,false,false,false,false,false,,"如果免費的話我會用它",4,4,4,4,"對環保的意識更強","志工","氣候變化導致物種滅絕","有關環保的電視節目","INFP","無"
"WAlbga","7NP740","2023-10-23 07:20:33","我同意我的回答做為研究和設計使用",true,"狗","銘傳大學 Ming Chuan University (MCU)",,"學士","都市規劃與防災學系","我還在就讀！","我是台灣人啊 🇹🇼！",,20,4,"價格：300 台幣 / 公斤。強迫勞工的概率：15%",4,"價格：102 台幣，一盒十顆雞蛋售價 / 無養雞資訊","價格：72 台幣",4,4,3,"沒有",3,2,3,2,"沒有",,3,4,3,3,3,"沒有","沒有","房地產投資信託。年化回報 2-7%",2,4,4,3,2,4,2,2,"助手, 幫手, 教練, 導師, 老師, 夥伴, 朋友",,2,"協助類型",4,4,4,4,"熱帶雨林, 濕地, 珊瑚礁, 沙漠, 草原",3,3,"環境",3,3,"摩托車",0,"有",3,"買東西先查看公司生產過程多環保, 買東西先了解我吃的動物性食品，動物的生活環境, 投資前查看AI摘要的消費者對公司環保的評論",false,true,false,true,false,false,false,false,false,false,false,true,false,false,,"每月199台幣",3,2,3,3,"抗議","沒有",,,"ENTP",
"QA89qA","xJ68vr","2023-10-23 07:22:29","我同意我的回答做為研究和設計使用",true,"貓","銘傳大學 Ming Chuan University (MCU)",,"學士","商業設計","我還在就讀！","我是台灣人啊 🇹🇼！",,18,3,"價格：500 台幣 / 公斤。強迫勞工的概率：5%",3,"價格：160 台幣，一盒十顆雞蛋售價 / 無籠養雞","價格：72 台幣",1,1,5,"無印良品",5,3,4,3,"沒有",,3,4,5,5,4,"沒有","沒有","加密貨幣。高度變動性，每年最高可達 50% 或更多",5,4,3,3,3,3,4,4,"幫手, 助手, 導師, 教練, 老師, 夥伴, 朋友",,3,"有意義的溝通",4,4,4,5,"珊瑚礁, 濕地, 熱帶雨林, 沙漠, 草原",4,5,"沒有",4,3,"走路, 公車, 火車, 客運",0,"沒有",3,"如何讓我支持的公司更環保, 買東西先了解哪些產品污染最嚴重，以便避免它們, 買東西先尋找有機產品",false,false,false,false,false,true,false,true,false,false,true,false,false,false,,"如果免費的話我會用它",4,4,4,4,"不知道",,,,"INFJ",""
"GrYOvk","4KGlDb","2023-10-23 07:28:58","我同意我的回答做為研究和設計使用",true,"狐狸","銘傳大學 Ming Chuan University (MCU)",,"學士","商業設計","我還在就讀！","我是台灣人啊 🇹🇼！",,19,3,"價格：500 台幣 / 公斤。強迫勞工的概率：5%",5,"價格：102 台幣，一盒十顆雞蛋售價 / 無養雞資訊","價格：72 台幣",2,1,4,"全聯",4,3,4,2,"有","中國企業",4,4,3,4,2,"有","一般","股市基金。年化回報 5-15%",4,5,3,4,3,3,2,3,"助手, 教練, 幫手, 夥伴, 導師, 老師, 朋友",,3,"輔助我的生活",3,4,4,3,"珊瑚礁, 熱帶雨林, 濕地, 沙漠, 草原",3,2,"社群媒體",4,4,"走路",0,"沒有",4,"買東西先查看產品的運輸距離（是不是當地食品）, 買東西先查看公司工人的員工福利多好, 買東西先查看公司生產過程多環保, 買東西先了解哪些產品污染最嚴重，以便避免它們, 買東西先了解我吃的動物性食品，動物的生活環境, 買東西先尋找有機產品, 投資前查看公司的環保認證和生態評分",true,true,true,false,false,true,false,true,false,true,false,true,false,false,,"如果免費的話我會用它",4,3,4,4,"不知道","文藝社",,,,
"VZoWzv","a2lpqy","2023-10-23 07:31:15","我同意我的回答做為研究和設計使用",true,"金魚","銘傳大學 Ming Chuan University (MCU)","","學士","商品設計","我還在就讀！","我是台灣人啊 🇹🇼！",,22,2,"價格：500 台幣 / 公斤。強迫勞工的概率：5%",4,"價格：66 台幣，一盒十顆雞蛋售價 / 無養雞資訊","價格：72 台幣",2,2,2,"Nike ",3,3,3,1,"沒有",,4,4,3,3,3,"沒有","沒有","政府債券。年化回報 2-3%",2,2,2,2,2,2,4,4,"朋友, 導師, 老師, 幫手, 教練, 夥伴, 助手",,5,"文字",5,4,3,3,"珊瑚礁, 熱帶雨林, 濕地, 沙漠, 草原",4,3,"筷子",3,3,"走路, 腳踏車, 公車",3,"沒有",3,"買東西先查看公司生產過程多環保, 買東西先了解我吃的動物性食品，動物的生活環境, 買東西先了解哪些產品污染最嚴重，以便避免它們",false,true,false,false,false,true,false,false,false,false,false,true,false,false,,"如果免費的話我會用它",3,3,4,4,"不太曉得","親善大使團","未來工作","身邊的人","ENFP","沒有"
"PA8Zz5","N7O21b","2023-10-23 07:34:42","我同意我的回答做為研究和設計使用",true,"狐獴","明道大學 MingDao University (MDU)",,"學士","商品設計系","我還在就讀！","我是台灣人啊 🇹🇼！",,21,2,"價格：300 台幣 / 公斤。強迫勞工的概率：15%",3,"價格：66 台幣，一盒十顆雞蛋售價 / 無養雞資訊","價格：85 台幣",2,2,3,"靠得住衛生棉",5,1,4,1,"有",,4,5,2,2,1,"沒有","無","股市基金。年化回報 5-15%",2,3,4,2,5,5,2,3,"夥伴, 朋友, 助手, 教練, 老師, 導師, 幫手",,5,"直接打字",4,5,5,2,"珊瑚礁, 草原, 濕地, 熱帶雨林, 沙漠",2,2,"北極熊",3,3,"公車, 火車, 汽車, 其他",1,"沒有",3,"買東西先了解哪些產品污染最嚴重，以便避免它們, 買東西先尋找有機產品, 用社交網絡認識其他環保的同學, 投資前比較公司的環保表現, 投資前查看公司的環保認證和生態評分",false,false,false,false,true,true,false,true,false,true,false,false,false,true,,"我不懂AI如何幫助我",5,3,3,5,"不太懂","熱舞社","地球毀滅","金錢與時間","INTP",
"blN1yL","PzPJ95","2023-10-23 07:35:16","我同意我的回答做為研究和設計使用",true,"貓咪","銘傳大學 Ming Chuan University (MCU)",,"學士","心理系","我還在就讀！","我是台灣人啊 🇹🇼！",,19,2,"價格：500 台幣 / 公斤。強迫勞工的概率：5%",3,"價格：160 台幣，一盒十顆雞蛋售價 / 無籠養雞","價格：85 台幣",1,1,4,"無",4,3,3,2,"沒有",,3,3,3,2,2,"沒有","無","股市基金。年化回報 5-15%",4,4,4,4,3,4,2,2,"老師, 助手, 幫手, 導師, 教練, 夥伴, 朋友",,4,"問問題",5,5,4,4,"熱帶雨林, 珊瑚礁, 濕地, 草原, 沙漠",4,3,"朋友",3,3,"公車",0,"沒有",3,"投資前查看AI摘要的消費者對公司環保的評論, 每個月查看我自己的環保分數報告（了解我用錢的方式多環保）",false,false,false,true,false,false,true,false,false,false,false,false,false,false,,"如果免費的話我會用它",3,3,5,5,"SDGS的推動",,,,"INFP","無"
"J28EvJ","d9Re6A","2023-10-23 07:47:11","我同意我的回答做為研究和設計使用",true,"人","銘傳大學 Ming Chuan University (MCU)",,"學士","經濟與金融","我還在就讀！","我是台灣人啊 🇹🇼！",,18,3,"價格：300 台幣 / 公斤。強迫勞工的概率：15%",5,"價格：102 台幣，一盒十顆雞蛋售價 / 無養雞資訊","價格：85 台幣",5,1,4,"無",4,4,3,2,"沒有",,4,4,5,5,4,"有","還可以","股市基金。年化回報 5-15%",4,3,4,4,2,3,3,3,"助手, 幫手, 導師, 老師, 教練, 夥伴, 朋友",,3,"用電腦進行對話",5,4,3,3,"珊瑚礁, 熱帶雨林, 濕地, 草原, 沙漠",3,4,"氣溫升高",4,4,"摩托車, 公車, 汽車",0,"沒有",3,"買東西先查看產品的運輸距離（是不是當地食品）, 買東西先查看公司工人的員工福利多好, 買東西先了解哪些產品污染最嚴重，以便避免它們, 買東西先了解我吃的動物性食品，動物的生活環境, 買東西先尋找有機產品, 投資前查看AI摘要的消費者對公司環保的評論, 投資前比較公司的環保表現, 如何讓我支持的公司更環保, 跟我的AI幫手討論環保問題, 老實說我對任何環保資訊都沒有太多興趣",true,false,true,true,false,true,false,true,true,false,true,true,true,true,,"如果免費的話我會用它",4,3,5,4,"拒絕就業該公司",,,,"不知道",
"lNVkl5","O7VMgg","2023-10-23 07:50:05","我同意我的回答做為研究和設計使用",true,"老鷹","銘傳大學 Ming Chuan University (MCU)",,"學士","觀光系","我還在就讀！","我是台灣人啊 🇹🇼！",,20,2,"價格：300 台幣 / 公斤。強迫勞工的概率：15%",4,"價格：66 台幣，一盒十顆雞蛋售價 / 無養雞資訊","價格：85 台幣",4,1,3,"無",4,3,4,1,"有","食安",4,5,3,3,2,"有","有 股票","ESG環保投資基金。年化回報 2-7%",4,2,3,4,3,4,2,3,"教練, 導師, 老師, 助手, 幫手, 夥伴, 朋友",,4,"朋友",4,4,3,4,"珊瑚礁, 熱帶雨林, 濕地, 草原, 沙漠",3,3,"政策",4,4,"機車",1,"沒有",2,"買東西先查看公司生產過程多環保, 買東西先查看公司工人的員工福利多好, 買東西先了解我吃的動物性食品，動物的生活環境, 投資前查看AI摘要的消費者對公司環保的評論, 每個月查看我自己的環保分數報告（了解我用錢的方式多環保）, 如何讓我支持的公司更環保, 跟我的AI幫手討論環保問題",false,true,true,true,false,false,true,false,true,false,true,true,false,false,"","如果免費的話我會用它",3,3,5,5,"由人做起","熱舞社","經濟","媒體","INFP",
"DV0j1j","kNrogJ","2023-10-23 08:35:39","我同意我的回答做為研究和設計使用",true,"黑貓","銘傳大學 Ming Chuan University (MCU)",,"學士","動漫文創設計學士學位學程","我還在就讀！","我是台灣人啊 🇹🇼！",,21,3,"價格：300 台幣 / 公斤。強迫勞工的概率：15%",4,"價格：66 台幣，一盒十顆雞蛋售價 / 無養雞資訊","價格：72 台幣",1,1,2,"里仁、義美",5,3,2,1,"有","頂新地溝油事件",4,5,2,1,1,"沒有","我沒有做投資","股市基金。年化回報 5-15%",4,5,4,1,1,4,1,3,"朋友, 老師, 助手, 幫手, 導師, 教練, 夥伴",,4,"聊天、詢問知識",3,4,4,3,"珊瑚礁, 沙漠, 熱帶雨林, 草原, 濕地",3,4,"政府限塑不用塑膠袋",4,3,"機車, 汽車, 公車, 走路",2,"沒有",3,"買東西先了解哪些產品污染最嚴重，以便避免它們, 老實說我對任何環保資訊都沒有太多興趣",false,false,false,false,false,true,false,false,false,false,false,false,true,false,,"如果免費的話我會用它",3,4,4,4,"影響力太小了","動漫同好社",,,"ESFP",
"yleBE6","kNroxj","2023-10-23 08:39:16","我同意我的回答做為研究和設計使用",true,"貓","銘傳大學 Ming Chuan University (MCU)",,"學士","動漫文創","我還在就讀！","我是台灣人啊 🇹🇼！",,20,2,"價格：500 台幣 / 公斤。強迫勞工的概率：5%",5,"價格：160 台幣，一盒十顆雞蛋售價 / 無籠養雞","價格：85 台幣",1,1,3,"無",3,1,3,1,"有","不安全",4,3,3,3,1,"沒有","無","股市基金。年化回報 5-15%",3,3,3,3,3,3,4,3,"助手, 幫手, 朋友, 夥伴, 老師, 導師, 教練",,4,"問問題",3,4,4,2,"珊瑚礁, 熱帶雨林, 沙漠, 濕地, 草原",3,3,"媒體",3,3,"摩托車",2,"沒有",3,"買東西先查看公司工人的員工福利多好, 買東西先了解哪些產品污染最嚴重，以便避免它們, 買東西先了解我吃的動物性食品，動物的生活環境",false,false,true,false,false,true,false,false,false,false,false,true,false,false,,"如果免費的話我會用它",3,3,4,4,"留言抵制","係學會","身體的健康","以前的太鼓教練","不知道","無"
"MA8WdE","xJ6q19","2023-10-23 08:43:14","我同意我的回答做為研究和設計使用",true,"羊","銘傳大學 Ming Chuan University (MCU)",,"學士","動漫文創學士學位學程","我還在就讀！","我是台灣人啊 🇹🇼！",,19,2,"價格：300 台幣 / 公斤。強迫勞工的概率：15%",3,"價格：102 台幣，一盒十顆雞蛋售價 / 無養雞資訊","價格：85 台幣",1,1,3,"沒有",4,3,4,2,"有","那間公司把不好的油拿出來賣",3,4,3,3,2,"沒有","爸媽幫忙買的債券","政府債券。年化回報 2-3%",3,3,2,2,4,3,2,2,"助手, 幫手, 教練, 導師, 老師, 夥伴, 朋友",,3,"一般溝通",3,3,3,3,"珊瑚礁, 熱帶雨林, 濕地, 沙漠, 草原",2,2,"學校老師",3,4,"走路, 公車, 火車, 機車, 汽車",0,"沒有",3,"買東西先查看公司生產過程多環保, 買東西先查看公司工人的員工福利多好, 買東西先了解哪些產品污染最嚴重，以便避免它們, 投資前查看AI摘要的消費者對公司環保的評論, 投資前查看公司的環保認證和生態評分, 投資前比較公司的環保表現, 每個月查看我自己的環保分數報告（了解我用錢的方式多環保）",false,true,true,true,false,true,true,false,false,true,false,false,false,true,,"如果免費的話我會用它",3,3,3,3,"多人一起提出要求，或者提供可實行的企劃","系學會還有天文社",,,"INFP","沒有意見。加油(๑•̀ᄇ•́)و ✧ "
"AlWEeB","eaoJde","2023-10-23 08:43:40","我同意我的回答做為研究和設計使用",true,"熊貓","銘傳大學 Ming Chuan University (MCU)",,"學士","商品設計系","我還在就讀！","我是台灣人啊 🇹🇼！",,22,3,"價格：300 台幣 / 公斤。強迫勞工的概率：15%",2,"價格：66 台幣，一盒十顆雞蛋售價 / 無養雞資訊","價格：85 台幣",1,1,2,"沒有特別關注",4,2,2,1,"沒有",,2,4,3,4,3,"沒有","沒有經驗","股市基金。年化回報 5-15%",2,4,4,2,2,4,2,3,"助手, 幫手, 老師, 導師, 教練, 夥伴, 朋友",,4,"講話",5,4,4,3,"珊瑚礁, 熱帶雨林, 濕地, 草原, 沙漠",4,3,"社群",4,3,"走路",0,"沒有",3,"買東西先了解哪些產品污染最嚴重，以便避免它們, 買東西先尋找有機產品",false,false,false,false,false,true,false,true,false,false,false,false,false,false,,"如果免費的話我會用它",4,4,4,4,"利用傳播媒體","沒有","動物死光","網路影片","ISTJ","沒有"
"NA8aLb","eaoJpo","2023-10-23 08:51:32","我同意我的回答做為研究和設計使用",true,"狼","銘傳大學 Ming Chuan University (MCU)",,"學士","生物科技","我還在就讀！","我是台灣人啊 🇹🇼！",,19,3,"價格：500 台幣 / 公斤。強迫勞工的概率：5%",2,"價格：66 台幣，一盒十顆雞蛋售價 / 無養雞資訊","價格：72 台幣",1,1,4,"沒有",4,3,3,1,"沒有",,4,5,3,4,2,"沒有","無經驗","ESG環保投資基金。年化回報 2-7%",2,3,2,4,2,4,1,2,"幫手, 教練, 導師, 老師, 助手, 夥伴, 朋友",,3,"問與答，或讓他自己成長",2,4,4,2,"沙漠, 熱帶雨林, 珊瑚礁, 濕地, 草原",2,2,"高中老師",3,1,"走路",0,"沒有",3,"買東西先查看產品的運輸距離（是不是當地食品）, 投資前比較公司的環保表現, 買東西先查看公司工人的員工福利多好, 跟我的AI幫手討論環保問題, 用社交網絡認識其他環保的同學, 投資前查看公司的環保認證和生態評分",true,false,true,false,true,false,false,false,true,true,false,false,false,true,,"我不懂AI如何幫助我",3,2,2,3,"行動積極與否","漫研社","經濟垮台",,,"沒有"
"DV0QeZ","ABQEoe","2023-10-23 09:11:30","我同意我的回答做為研究和設計使用",true,"狗","銘傳大學 Ming Chuan University (MCU)",,"學士","動漫文創學士學位","我還在就讀！","我是台灣人啊 🇹🇼！",,21,2,"價格：500 台幣 / 公斤。強迫勞工的概率：5%",4,"價格：102 台幣，一盒十顆雞蛋售價 / 無養雞資訊","價格：85 台幣",1,1,2,"鮮乳坊",4,3,2,1,"有","抵制的公司是頂新國際集團，因爲之前的劣質油品事件我現在都不會買他們旗下的食品（林鳳營之類的",4,4,2,4,1,"沒有","因為沒有收入所以沒有什麼投資經驗，但之後我會想嘗試ETF","房地產投資信託。年化回報 2-7%",2,4,4,1,2,4,1,2,"助手, 幫手, 夥伴, 朋友, 教練, 老師, 導師","除了助手和幫手之外，我不會想要AI扮演其他角色",1,"我有使用過Chat GPT來完善我的文案",3,4,4,5,"珊瑚礁, 熱帶雨林, 草原, 濕地, 沙漠",2,2,"我的朋友們，他們都會自己準備環保餐具，並在外面用餐的時候避免使用一次性餐具",3,4,"公車",0,"沒有",3,"買東西先查看公司工人的員工福利多好, 投資前查看AI摘要的消費者對公司環保的評論, 每個月查看我自己的環保分數報告（了解我用錢的方式多環保）, 如何讓我支持的公司更環保, 買東西先了解哪些產品污染最嚴重，以便避免它們",false,false,true,true,false,true,true,false,false,false,true,false,false,false,,"如果免費的話我會用它",2,4,3,1,"感覺可以從自己的專業下手",,,,"INFP",
"42AXvX","Bx9MRR","2023-10-23 10:13:28","我同意我的回答做為研究和設計使用",true,"狗","銘傳大學 Ming Chuan University (MCU)",,"學士","商業設計學系","我還在就讀！","我是台灣人啊 🇹🇼！",,20,2,"價格：300 台幣 / 公斤。強迫勞工的概率：15%",4,"價格：66 台幣，一盒十顆雞蛋售價 / 無養雞資訊","價格：72 台幣",1,1,3,"無",5,2,4,2,"沒有",,3,4,3,2,2,"沒有","無","股市基金。年化回報 5-15%",3,2,3,3,4,4,1,3,"幫手, 助手, 夥伴, 朋友, 導師, 老師, 教練",,4,"像朋友溝通",4,4,4,3,"珊瑚礁, 草原, 熱帶雨林, 濕地, 沙漠",2,3,"很多",4,3,"公車, 捷運, 汽車",2,"沒有",3,"買東西先查看公司生產過程多環保, 買東西先了解哪些產品污染最嚴重，以便避免它們",false,true,false,false,false,true,false,false,false,false,false,false,false,false,,"如果免費的話我會用它",3,3,3,3,"不太知道sorry ","無","畢業問題",,"ISFP",
"xd4VQ9","Q7Eg5g","2023-10-23 10:51:00","我同意我的回答做為研究和設計使用",true,"企鵝","銘傳大學 Ming Chuan University (MCU)",,"學士","商業設計系","我還在就讀！","我是台灣人啊 🇹🇼！",,20,1,"價格：500 台幣 / 公斤。強迫勞工的概率：5%",2,"價格：66 台幣，一盒十顆雞蛋售價 / 無養雞資訊","價格：85 台幣",1,1,1,"APPLE",5,3,1,1,"沒有",,1,4,4,3,1,"沒有","沒有投資經驗","加密貨幣。高度變動性，每年最高可達 50% 或更多",1,1,2,1,1,3,5,3,"導師, 老師, 助手, 幫手, 教練, 夥伴, 朋友",,5,"詢問問題",1,5,3,1,"珊瑚礁, 熱帶雨林, 濕地, 草原, 沙漠",1,1,"政府",3,1,"走路, 機車",0,"沒有",3,"買東西先查看公司生產過程多環保, 買東西先了解哪些產品污染最嚴重，以便避免它們, 買東西先了解我吃的動物性食品，動物的生活環境",false,true,false,false,false,true,false,false,false,false,false,true,false,false,,"老實說我對任何環保資訊都沒有太多興趣",1,5,5,3,"發現問題並擴大話，讓公司看見","沒有","AI是否影響我未來的行業","Chatgpt","INFP",
